time,npos,epos,h,alpha,beta,phi,theta,psi,p,q,r,TAS,ail,ele,rud,thrust,ail_cmd,ele_cmd,rud_cmd,thrust_cmd,vn,ve,vh,mu,chi,nx,ny,nz,nx_ref,ny_ref,nz_ref,Fx,Fy,Fz,Mx,My,Mz,lon,lat,lef,lef_cmd,Cz,delta_Cz_lef,Czq,delta_Czq_lef,Cm,delta_Cm_lef,Cmq,delta_Cmq_lef,delta_Cm,delta_Cm_ds,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
576,28911.511152,205.218505,-80.442867,-47.420514,-12.211467,-21.404505,0.258172,-0.066574,-2.204839,0.441986,-1.013417,-1.940833,-5369.233001,-6070.724316,-201055.483075,213529.226937,36653.138649,32906.306319,122.422817,31.487594,0.000000,0.000000,-0.325316,-0.060539,-30.484126,-1.269840,-0.004538,0.036966,-5.450476,0.269683,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
635,0.034227,-4.573391,0.500624,0.735045,-4.562596,-20065.440776,3121.066226,-417039.561128,572387.652369,-245728.449306,53941.816640,122.446304,31.481226,0.000000,0.000000,-0.413366,-0.058819,-30.429951,-1.166906,-0.114535,0.036861,-5.452101,0.268599,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.100000,6251.588280,2044.499700,2583.564229,2.513768,-1.491370,81.229564,-45.209852,64.646705,166.710650,-28.3468873,-75.690001,-19.080344,32.028957,-0.193380,-0.096255,-0.614612,0.132704,0.849077,-0.610479,-17858.278009,-8777.307679,-56045.374443,282479.953553,-20172.157635,49054.589306,122.430609,31.486458,0.000000,0.000000,-0.006636,-0.073241,-29.500000,0.726820,-0.053767,0.033245,-5.395726,0.357593,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.200000,6841.001830,545.286319,4062.504671,0.265924,0.134261,85.473044,-18.902932,32.478198,85.727168,4.811923,4.560180,231.676611,21.500000,2.913280,3.894482,44957.507786,21.500000,2.913280,3.894482,44957.507786,186.880920,117.725941,-76.300208,-19.228677,32.208944,0.280135,0.148718,-0.960594,0.604101,1.091835,-0.885923,-19412.467497,13561.296677,-87594.946536,-308588.569531,-89292.541486,-72619.315487,122.430733,31.486628,0.000000,0.000000,-0.069837,-0.074100,-29.553185,0.498949,-0.088928,0.033325,-5.478404,0.251064,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.300000,6859.689922,557.058913,4054.874650,0.511564,-0.015440,93.876960,-19.355726,32.989689,-52.336514,-1.518550,-2.980959,232.270470,-21.500000,1.738730,-2.667423,34921.643223,-21.500000,1.738730,-2.667423,34921.643223,186.987486,118.894859,-77.619714,-19.522569,32.449993,0.186873,-0.153347,-0.855455,0.518305,0.787973,-0.919247,-17881.041769,-13983.411134,-78007.454651,287572.916399,-56529.855447,67802.959257,122.430857,31.486796,0.000000,0.000000,-0.076083,-0.073543,-29.602313,0.405606,-0.076549,0.033501,-5.476931,0.252046,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.400000,6878.388671,568.948399,4047.112678,0.134563,0.429100,88.686216,-19.053970,32.835813,76.314316,-5.620997,3.460106,232.774162,2.440534,0.273015,2.255896,9441.775823,2.440534,0.273015,2.255896,9441.775823,186.238826,119.579508,-78.313939,-19.659971,32.703552,-0.089376,-0.018803,-0.537964,0.237083,0.926160,-0.516292,-17591.793270,-1714.593281,-49055.967479,-84159.043921,-20296.051422,-10538.683557,122.430982,31.486965,0.000000,0.000000,-0.037291,-0.074159,-29.526913,0.548866,-0.062348,0.033266,-5.479193,0.250538,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
68,-19.615697,-79.712032,-71.837968,-126.950567,92.953360,-21.310377,239.270038,-21.500000,19.074356,-17.793003,73890.244371,-21.500000,19.074356,-17.793003,73890.244371,11.738741,-6.006935,-247.417800,-90.000000,-27.099683,0.170781,-0.697238,-12.429118,1.154704,-0.757194,-12.260887,-58316.995578,-63579.934349,-1133389.748699,476803.151243,-942138.082325,305495.958369,122.452868,31.463172,0.000000,0.000000,-0.786777,-0.035740,-31.038979,-0.222041,-0.217518,0.040225,-5.834023,-0.053388,0.019674,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.300000,4238.170837,2650.876119,163.131455,14.619203,-0.612560,-13.957385,-71.327483,-90.772210,89.794010,25.673828,17.694236,238.684009,21.500000,25.000000,17.149933,21971.785427,21.500000,25.000000,17.149933,21971.785427,12.291039,-18.871726,-247.385164,-90.000000,-56.924050,-0.108829,0.952721,-14.087473,0.838535,0.875499,-13.776767,-31895.678503,86876.960844,-1284612.281271,-394358.805782,-735649.292481,-326770.594125,122.452862,31.463183,11.548009,11.548009,-1.233983,-0.027927,-30.191391,-3.487747,-0.221749,0.068699,-6.648211,0.316589,0.038477,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.400000,4239.399941,2648.988947,138.392938,14.095600,0.140453,-8.327047,-68.451354,-87.148412,-88.754001,-27.600119,-9.934655,236.099647,-21.500000,24.373146,-9.166339,6318.829448,-21.500000,24.373146,-9.166339,6318.829448,10.768332,-31.740236,-241.102697,-90.000000,-71.259755,-0.554643,-0.580576,-11.313161,0.375463,-0.633768,-10.949742,-56895.742552,-52941.716082,-1031627.564615,438512.727970,-537876.112446,185627.677043,122.452842,31.463194,10.239001,10.239001,-1.193442,-0.026177,-30.317056,-3.058392,-0.219918,0.067470,-6.577002,0.256898,0.036382,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.500000,4240.476774,2645.814923,114.282669,8.808170,-1.207458,-16.183950,-71.368147,-88.272324,107.745557,-67.085929,2.409413,233.869462,21.500000,10.366723,4.583388,43847.091754,21.500000,10.366723,4.583388,43847.091754,6.609992,-40.758574,-236.162178,-90.000000,-80.788298,0.167189,0.605757,-5.318959,1.114780,0.516709,-5.012133,-28601.432624,55237.913917,-485026.614000,-449161.981674,-234459.401647,-157862.755490,122.452808,31.463204,0.000000,0.000000,-0.762982,-0.032560,-31.109307,-0.081386,-0.159308,0.040453,-5.884131,-0.095584,0.019762,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.600000,4241.137773,2641.739065,90.666451,1.094042,0.329751,-12.214973,-77.821123,-81.201766,-93.689245,-84.759024,-2.032987,234.210777,21.500000,-6.833615,-2.489189,32882.578590,21.500000,-6.833615,-2.489189,32882.578590,9.433998,-45.747605,-236.057544,-90.000000,-78.347896,-0.116032,0.105496,2.158420,0.861462,0.060861,2.364609,-43463.329100,9620.035028,196822.603132,-333311.579586,423855.999647,-48928.422344,122.452766,31.463210,0.000000,0.000000,-0.040718,-0.071390,-29.718808,0.184264,0.012152,0.033981,-5.473436,0.254376,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.700000,4242.081173,2637.164305,67.060696,-6.763263,0.367149,-50.898879,-85.401115,-51.676309,-242.448774,-52.617183,-17.803132,235.126731,-21.500000,-11.588874,-16.757117,11837.343827,-21.500000,-11.588874,-16.757117,11837.343827,7.214676,-43.197528,-237.871717,-90.000000,-80.518207,-0.500770,-0.777727,7.191501,0.496010,-0.839949,7.242069,-57501.715705,-70919.539546,655780.486524,586448.787067,417780.271268,318988.168287,122.452717,31.463218,0.000000,0.000000,0.528968,-0.014073,-27.525145,7.720240,0.020588,0.035233,-4.626072,1.734937,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.800000,4242.802640,2632.844552,43.273525,-10.137722,4.789623,-154.657600,-86.134793,28.208864,20.521923,-15.545343,-8.716418,234.795653,-15.266495,-18.138085,-17.424022,1606.129993,-15.266495,-18.138085,-17.424022,1606.129993,5.372188,-39.850125,-246.892985,-90.000000,-82.322254,-1.171153,-1.731342,9.514419,-0.173427,-1.760195,9.453497,-108401.507354,-157878.061178,867603.371684,101218.473066,553142.508193,514267.823873,122.452672,31.463225,0.000000,0.000000,0.858249,0.020830,-23.900000,15.100000,0.094686,-0.003148,-6.840000,-0.367000,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.900000,4243.339859,2628.859540,18.584226,-9.644373,4.901467,-169.524737,-84.894276,45.205477,69.008957,26.025048,26.884631,232.921243,13.262068,-17.889419,14.393233,278.770452,13.262068,-17.889419,14.393233,278.770452,9.301950,-29.887196,-239.807561,-90.000000,-72.712015,-1.157372,-0.182648,7.610232,-0.161339,-0.198828,7.522721,-105817.484187,-16655.373700,693963.840836,-250591.302295,397718.151124,-115001.143026,122.452630,31.463230,0.000000,0.000000,0.817931,0.014746,-24.298302,14.289171,0.090623,0.000261,-6.596751,-0.136056,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
061,-12.251422,59964.842507,-43.695345,-53.557274,-230.384941,-80.482103,-129.209699,0.517574,-0.123806,-7.666832,1.453383,-0.280442,-7.351036,-12768.157261,-11289.616955,-699125.149713,464327.521598,-533621.453719,200258.806747,122.403951,31.463004,0.000000,0.000000,-0.313931,-0.061287,-30.145777,-0.626977,-0.118770,0.035809,-5.460627,0.262916,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
940,0.137020,0.408931,0.722614,0.839452,0.419426,-43806.411985,12494.660788,37289.736331,-608409.806006,157808.477340,-128674.496871,122.448769,31.482361,0.000000,0.000000,0.101395,-0.064665,-29.500000,1.412339,-0.010711,0.034277,-4.940188,0.939178,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.400000,6375.558895,2279.345069,2315.145979,-1.419584,0.140568,101.174746,-46.161914,63.126346,-152.635060,13.299661,-4.970198,285.477697,-21.500000,-8.520273,-4.698618,75680.331540,-21.500000,-8.520273,-4.698618,75680.331540,85.100466,183.435988,-213.521282,-48.412579,65.112255,0.278107,-0.346196,0.322841,0.999407,0.333295,0.188610,-50320.236250,-31568.984856,29439.330698,637733.547743,242181.734629,158266.098448,122.448962,31.482438,0.000000,0.000000,0.134395,-0.064658,-29.500000,-28776.902594,27294.839202,-604634.291644,-506765.765334,-562926.882861,-165868.283354,122.451070,31.466899,0.000000,0.000000,-0.424148,-0.060181,-30.294673,-0.909878,-0.172256,0.036103,-5.456160,0.265893,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.300000,4648.531052,2488.748720,202.813311,7.670612,0.607223,43.493950,-60.409019,118.192727,-132.497472,13.593919,-8.338323,227.676489,21.500000,10.885198,-8.718937,44950.010180,21.500000,10.885198,-8.718937,44950.010180,-26.715279,91.510051,-213.567523,-69.723416,106.274541,0.280827,-0.272424,-7.413714,1.150400,0.067451,-7.055484,-19341.849173,-24841.900894,-676043.688155,-284562.087864,-457468.914661,77515.649141,122.451163,31.466880,0.000000,0.000000,-0.687561,-0.039457,-30.927298,-0.445404,-0.163451,0.039844,-5.754450,0.013621,0.019534,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.400000,4645.859524,2497.899725,181.456558,7.407732,-0.316601,29.984268,-58.822954,118.478910,-258.734714,-19.728092,-2.800896,227.896166,-21.500000,10.607157,-1.887603,7700.390282,-21.500000,10.607157,-1.887603,7700.390282,-32.748129,94.442573,-212.388134,-68.741064,109.124079,-0.178471,-0.303613,-5.977264,0.677101,-0.044894,-5.528865,-23974.870078,-27685.966761,-545056.299678,655999.175047,-357572.609079,76170.516711,122.451259,31.466856,0.000000,0.000000,-0.665969,-0.042849,-30.885237,-0.529526,-0.161745,0.039396,-5.724481,0.038858,0.019482,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.500000,4642.584711,2507.343982,160.217745,3.921637,-3.383878,5.855521,-60.579939,116.780495,34.369894,-47.642149,0.320906,227.882448,10.033052,4.045338,7.056571,1929.543497,10.033052,4.045338,7.056571,1929.543497,-33.541344,102.018646,-219.039562,-73.986227,108.199655,-0.228714,0.906658,-1.967927,0.642328,0.956771,-1.479281,-22785.577157,82676.543187,-179451.823453,-142588.768143,-51420.190517,-227785.285506,122.451358,31.466826,0.000000,0.000000,-0.339490,-0.057823,-30.284327,-0.890222,-0.094533,0.036041,-5.456470,0.265687,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.600000,4639.230577,2517.545847,138.313789,-1.007745,-2.935602,10.635325,-65.362322,115.328292,-30.825907,-51.553179,-13.850659,228.417626,20.925681,-12.147742,-6.594389,22568.302864,20.925681,-12.147742,-6.594389,22568.302864,-34.771415,99.699225,-213.649652,-69.284215,109.226889,-0.375316,0.513605,2.590721,0.533646,0.590543,3.000438,-56792.762452,46834.726589,236243.357629,-361722.155434,445708.967121,-79131.945930,122.451466,31.466796,0.000000,0.000000,0.135936,-0.067196,-29.500000,1.224802,0.050741,0.035104,-5.064809,0.780074,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.700000,4635.753435,2527.515770,116.948823,-5.573829,-1.344039,13.530304,-70.157064,108.848635,-193.492226,-17.114221,-23.737108,228.897111,-21.500000,-7.221361,-18.675320,33622.600946,-21.500000,-7.221361,-18.675320,33622.600946,-32.810370,96.175654,-212.321696,-68.061550,108.837100,-0.062088,-0.489850,4.099448,0.878539,-0.410434,4.429470,-39284.256590,-44668.552052,373821.562006,529315.619324,196356.472143,295287.579807,122.451571,31.466765,0.000000,0.000000,0.387822,-0.029029,-28.857311,5.008331,-0.014624,0.035993,-3.812499,2.507355,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.800000,4632.472398,2537.133335,95.716654,-6.624948,2.800308,1.619902,-71.531657,101.053501,44.106458,4.319228,-4.517055,229.367242,21.500000,-7.533059,-9.665965,70891.632068,21.500000,-7.533059,-9.665965,70891.632068,-31.709872,97.092031,-217.271178,-71.309484,108.086832,0.316972,-0.579484,4.336700,1.265471,-0.570529,4.653354,-41987.522739,-52842.128048,395456.163678,-488411.966007,179088.370128,128220.317517,122.451672,31.466735,0.000000,0.000000,0.480807,-0.019721,-27.680058,7.404882,-0.010446,0.029169,-4.531465,1.824759,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.900000,4629.301411,2546.842538,73.989536,-5.235137,2.591473,7.311467,-71.061812,99.742736,-172.673479,17.485722,0.452929,230.087007,-21.500000,-7.847958,-4.775311,17487.106095,-21.500000,-7.847958,-4.775311,17487.106095,-29.310483,91.746100,-216.240294,-70.021294,107.717324,-0.250840,-0.781412,2.502296,0.695029,-0.740109,2.824205,-40360.810523,-71255.648536,228180.065937,564644.520414,175206.816464,214418.320830,122.451774,31.466707,0.000000,0.000000,0.358249,-0.036549,-29.236647,4.236112,-0.010545,0.037454,-3.580834,2.727302,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.000000,4626.370363,2556.017148,52.365506,-2.001990,3.936487,-9.939162,-69.322515,99.757959,80.342747,29.704732,22.618431,230.505762,18.905970,-2.483079,12.483614,3376.403208,18.905970,-2.483079,12.483614,3376.403208,-30.631871,90.933152,-219.835448,-72.498509,108.616686,-0.298471,-0.154987,-0.597057,0.637112,-0.215935,-0.249249,-30593.443741,-14133.033703,-54444.568912,-447644.614512,-15136.510055,-130704.311883,122.451870,31.466680,0.000000,0.000000,0.116962,-0.062666,-29.500000,1.841234,-0.043644,0.035830,-4.655180,1.303047,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.100000,4623.307176,2565.110463,30.381962,0.369725,1.330790,-6.310890,-66.042089,104.574905,-120.885377,31.422253,7.657549,231.159395,-21.500000,-1.089335,4.230215,71579.750752,-21.500000,-1.089335,4.230215,71579.750752,-29.593514,91.304144,-217.888432,-70.491088,107.958555,0.487876,-0.228639,-2.353890,1.401720,-0.273275,-1.950285,-27091.178918,-20849.235964,-214647.121172,583068.993844,-90020.197743,39454.220097,122.451966,31.466652,0.000000,0.000000,-0.042503,-0.072339,-29.573945,0.459504,-0.048061,0.033558,-5.477782,0.251479,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.200000,4620.347824,2574.240878,8.593118,3.319021,0.412290,-18.574859,-62.808189,104.738741,138.779447,22.607843,19.200769,232.542437,10.488150,6.819365,16.456112,5381.330767,10.488150,6.819365,16.456112,5381.330767,-30.798863,93.293003,-218.430456,-69.936733,108.269631,-0.195065,0.561675,-4.867305,0.694416,0.416110,-4.434138,-23168.998498,51218.178583,-443841.089109,-322740.036146,-353929.145482,-256697.526830,122.452062,31.466626,0.000000,0.000000,-0.328356,-0.064473,-30.163804,-0.661228,-0.126617,0.035669,-5.460086,0.263276,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
448486.383887,-189399.091459,122.402388,31.465107,0.000000,0.000000,-0.234926,-0.067505,-29.911370,-0.181603,-0.125843,0.034725,-5.467659,0.258227,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.100000,4446.488330,-2164.624861,19.046585,5.035152,-0.085644,-34.254224,-50.308435,-118.102812,-155.002434,9.251057,-9.358185,251.999774,-21.500000,9.223445,-8.316372,1957.509548,-21.500000,9.223445,-8.316372,1957.509548,-59.796708,-138.491232,-210.925940,-56.825555,-113.353360,-0.256008,-0.590759,-6.845965,0.513485,-0.950236,-6.318086,-25302.451568,-53870.314881,-624271.666590,682036.304488,-486531.353455,221960.830285,122.402242,31.465058,0.000000,0.000000,-0.482870,-0.060528,-30.505624,-1.288751,-0.151854,0.037044,-5.454007,0.266625,0.019007,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
-263508.201470,-232699.891798,122.451342,31.483220,0.000000,0.000000,-0.384979,-0.063179,-30.329455,-0.975965,-0.122567,0.036329,-5.455116,0.266589,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.700000,6467.185470,2524.767909,2026.785887,0.212834,0.215193,104.450673,-49.833723,77.062300,-163.686722,-49.214848,-5.510226,291.547511,-21.500000,-2.991594,-5.389590,55975.315552,-21.500000,-2.991594,-5.389590,55975.315552,44.865268,189.177149,-231.609998,-52.600127,76.658219,0.123547,-0.407184,0.779616,0.887723,0.217417,0.618656,-44709.234087,-37130.438618,71091.801766,703030.873611,207497.886992,179826.361347,122.451543,31.483264,0.000000,0.000000,-0.013331,-0.074161,-29.542567,0.519123,-0.028701,0.033296,-5.478723,0.250851,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
35.800000,6471.671997,2543.685624,2003.624887,-4.529706,0.751140,93.585082,-48.520294,69.781219,150.952509,-32.814227,1.101595,292.449372,21.500000,-9.467554,-0.510844,12230.053663,21.500000,-9.467554,-0.510844,12230.0.000000,-0.533805,-0.043616,-30.779754,-0.740492,-0.079356,0.038888,-5.649325,0.102147,0.019350,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.100000,6588.490233,2713.924057,4433.390001,5.793918,0.480569,109.441335,-22.089800,66.227925,51.164660,-8.349543,8.769430,219.647579,-8.024448,-7.720098,6.931349,47071.849835,-8.024448,-7.720098,6.931349,47071.849835,102.770784,179.615709,-77.399731,-20.633044,60.223090,0.433718,0.050741,-1.925038,0.809777,0.924505,-2.233448,-7521.890245,4626.989391,-175540.910178,58551.940050,114546.005266,-32428.815083,122.453524,31.484352,0.000000,0.000000,-0.363989,-0.053355,-30.627027,-1.045946,0.028363,0.037787,-5.540506,0.193784,0.019159,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.200000,6598.767312,2731.885628,4425.650028,4.325453,0.361252,115.014402,-22.585809,65.033492,77.116529,0.997305,7.550784,220.226336,21.500000,-3.614479,6.073201,9585.649250,21.500000,-3.614479,6.073201,9585.649250,101.258961,180.222809,-79.461404,-21.150379,60.670358,0.028928,0.174288,-1.812142,0.412994,1.010989,-2.202558,-6947.794916,15893.052905,-165246.112322,-261596.994799,35096.057751,-74205.982706,122.453713,31.484445,0.000000,0.000000,-0.291783,-0.061590,-30.365091,-1.043672,-0.014824,0.036434,-5.454047,0.267302,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.300000,6608.893208,2749.907909,4417.703887,3.807232,0.448779,122.840610,-23.294103,64.732026,-40.008898,4.449764,0.659582,220.475597,16.507099,-7.219142,-0.303934,75893.046132,16.507099,-7.219142,-0.303934,75893.046132,100.102017,180.818692,-81.678823,-21.744391,61.030895,0.711157,0.025042,-1.565574,1.106608,0.796738,-2.063673,-11043.902314,2283.510800,-142761.997595,-149362.997375,91368.763271,-19653.871445,122.453902,31.484536,0.000000,0.000000,-0.226528,-0.062866,-30.261446,-0.846748,0.020616,0.036034,-5.457156,0.265229,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.400000,6618.903409,2767.989778,4409.536005,3.738688,0.320050,118.683688,-23.578655,65.112376,-106.734803,11.274317,-1.467089,221.433325,10.785360,-4.820898,-1.960479,28330.177237,10.785360,-4.820898,-1.960479,28330.177237,98.827365,181.327307,-83.526467,-22.160859,61.408646,0.213704,-0.021048,-1.804433,0.613712,0.782992,-2.244334,-8842.881376,-1919.368665,-164543.078217,-50123.955216,41586.265893,-599.403278,122.454092,31.484626,0.000000,0.000000,-0.241344,-0.063494,-30.247738,-0.820701,-0.003736,0.035992,-5.457568,0.264955,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.500000,6628.786146,2786.122508,4401.183358,4.346318,-0.030222,107.548513,-23.885391,66.304217,-129.116838,14.335712,-0.313421,221.897022,-21.500000,-1.373870,-0.251857,8184.614702,-21.500000,-1.373870,-0.251857,8184.614702,97.999007,182.989194,-85.904867,-22.776562,61.828933,0.044763,-0.120923,-2.236652,0.449671,0.750881,-2.512343,-4102.799575,-11026.793684,-203956.415587,309396.871051,-22060.457793,37897.363351,122.454283,31.484715,0.000000,0.000000,-0.311151,-0.062759,-30.369264,-1.051601,-0.037329,0.036493,-5.453922,0.267385,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.600000,6638.586047,2804.421428,4392.592872,5.128950,-0.784503,94.032035,-24.122078,67.846153,8.973661,12.221329,6.745156,222.154370,6.376324,0.844822,7.639646,967.270201,6.376324,0.844822,7.639646,967.270201,96.914038,185.004639,-88.137496,-23.374530,62.352361,-0.011243,0.233142,-2.571831,0.397439,1.143560,-2.636005,-1992.515818,21259.801358,-234520.821341,-47759.699626,-59009.349248,-77899.739675,122.454475,31.484803,0.000000,0.000000,-0.387438,-0.058145,-30.520632,-1.258736,-0.058963,0.037198,-5.464700,0.257621,0.019026,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.700000,6648.277450,2822.921892,4383.779122,5.690312,-1.081508,94.397912,-24.887693,69.136305,-12.960653,7.853858,1.043977,222.303930,-21.500000,-5.021670,3.102595,51910.243880,-21.500000,-5.021670,3.102595,51910.243880,93.704743,184.314533,-88.828964,-23.552138,63.051405,0.521778,0.066825,-2.414723,0.942619,0.971289,-2.484285,-4330.212608,6093.678345,-220194.421903,248297.699391,47965.351688,-1489.012941,122.454670,31.484891,0.000000,0.000000,-0.378438,-0.053636,-30.610450,-1.079100,0.001381,0.037723,-5.528695,0.203730,0.019138,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.800000,6657.647925,2841.353345,4374.896226,5.802425,-1.062223,92.735928,-25.041119,69.995838,97.689325,11.457719,2.796426,222.969102,-12.705114,-5.959225,4.641228,71191.019394,-12.705114,-5.959225,4.641228,71191.019394,91.141165,184.630386,-89.830236,-23.758470,63.727156,0.731032,0.155182,-2.509034,1.154301,1.060154,-2.552280,-4529.473925,14150.787256,-228794.494152,91654.487215,58630.735717,-28736.940301,122.454864,31.484975,0.000000,0.000000,-0.378956,-0.052918,-30.628388,-1.043224,0.010870,0.037822,-5.541476,0.192967,0.019160,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
36.900000,6666.762041,2859.816384,4365.913202,6.459132,-0.079718,101.977877,-25.464275,71.210025,138.354804,16.062014,0.069864,223.826056,21.500000,-4.303206,0.158390,72119.318511,21.500000,-4.303206,0.158390,72119.318511,89.757110,186.633162,-91.709447,-24.188211,64.315797,0.775137,0.144424,-2.949279,1.205085,1.027621,-3.136651,-1435.926631,13169.803372,-268939.605080,-304512.472255,21353.841078,-36280.809283,122.455058,31.485057,0.000000,0.000000,-0.441829,-0.050073,-30.733461,-0.833078,-0.005149,0.038482,-5.616341,0.129923,0.019292,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.000000,6675.737752,2878.479700,4356.742257,7.267042,1.730750,115.050208,-25.978418,72.889818,2.475072,17.107208,-7.321610,224.657917,-0.726036,1.068802,-10.050949,13974.109760,-0.726036,1.068802,-10.050949,13974.109760,88.930087,189.515510,-94.321283,-24.824740,64.861699,0.179052,-0.335936,-3.531731,0.617085,0.478465,-3.912361,2353.341232,-30633.377174,-322052.418706,-35166.316255,-77887.390134,101041.454583,122.455254,31.485138,0.000000,0.000000,-0.553145,-0.038870,-30.862726,-0.574547,-0.059390,0.039563,-5.708443,0.052364,0.019453,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.100000,6684.630761,2897.431251,4347.310129,7.979800,2.611530,114.387390,-26.028932,74.968470,-12.328668,11.181097,-0.835908,224.795936,21.500000,7.944592,-5.975378,22978.439079,21.500000,7.944592,-5.975378,22978.439079,84.851858,188.514803,-95.663621,-25.185963,65.767150,0.195483,-0.273825,-4.075799,0.634308,0.544572,-4.446823,-5152.696372,-24969.636772,-371665.016383,-244084.390839,-203390.995731,53348.623151,122.455453,31.485218,0.000000,0.000000,-0.682661,-0.033886,-30.976768,-0.346464,-0.134454,0.040674,-5.789697,-0.016061,0.019596,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
37.200000,6693.115947,2916.282731,4337.743767,8.028412,2.661724,112.628666,-26.399236,76.151538,-120.750845,-4.205893,1.226488,224.836391,-21.500000,-4.362640,-4.219609,53888.783464,-21.500000,-4.362640,-4.219609,53888.783464,80.601750,188.088722,-97.490800,-25.696735,66.803392,0.591648,-0.459206,-3.078463,1.036272,0.367557,-3.423097,62.599115,-41874.220686,-280719.725048,239370.741900,52056.225519,96819.919360,122.455651,31.485295,0.000000,0.000000,-0.559140,-0.033604,-30.984546,-0.330908,-0.003940,0.040747,-5.795239,-0.020728,0.019606,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
